Timestamp,What is your username?,What is your discord username?,What was your time?,Submit a link to your journal image or video here!,Do you solemnly swear that you cleared this blind?
7/21/2024 8:18:22,OSoverspike,osoverspike,35:29,https://youtu.be/XdQMb8dyoZA,Yes
7/20/2024 16:49:28,DarkLeviathan8,DarkLeviathan8,35:31,https://snipboard.io/OSkpZK.jpg,Yes
7/20/2024 14:25:00,猪脑子,猪脑子,36:13,https://prnt.sc/tP7LVgy-qQfI,Yes
7/19/2024 13:00:57,Pixel_Yosh,Pixel_Yosh,36:53,https://imgur.com/dr27GXU,Yes
7/23/2024 0:01:43,Brackets,brackets___,38:32,https://prnt.sc/90S361tNM99h,Yes
7/19/2024 13:00:52,Adam Korinek,Adam Korinek,39:46,https://imgur.com/a/eeccM2d,Yes
7/20/2024 10:59:00,不可逆,不可逆,40:11,https://prnt.sc/cS139UZbKgBn,Yes
7/23/2024 16:57:16,B1ackZer0,B1ackZer0,40:53,https://imgur.com/a/dw7KTVm,Yes
7/22/2024 17:48:20,Hatu,hatu,52:20,https://imgur.com/fD4FKWi,Yes
7/19/2024 19:21:04,InfinityLake,InfinityLake,53:39,https://imgur.com/a/TsVwIpM,Yes
7/19/2024 17:41:13,Moladan,Moladan,55:45,https://cdn.discordapp.com/attachments/1249796816254533665/1264002202117083167/SPOILER_image.png?ex=669c4949&is=669af7c9&hm=f30bb54433f4de8c1a65d4494d985ba695fa8726f5443417039791077d9feb35&,Yes
7/19/2024 16:26:58,Crispybag,crispybag,58:05,https://drive.google.com/file/d/1GI2x3Ka8CtGwkkZVYM6jwcGG2XBkRND1/view?usp=sharing,Yes
7/23/2024 7:57:08,te_79,te_79,59:32,https://imgur.com/a/OG4sCw4,Yes
7/22/2024 11:26:25,Player696103392,Player696103392,1:06:28,https://imgur.com/a/kKoApMu,Yes
7/19/2024 19:40:29,Jitio,Jitio,1:07:49,https://www.twitch.tv/videos/2202142389,Yes
7/23/2024 15:45:00,ALSIHCT,ALSIHCT,1:17:59,https://prnt.sc/6USV1833gI6o,Yes
7/20/2024 9:52:00,zhujiao,zhujiao,1:24:26,https://prnt.sc/iECCd670M-u3,Yes
7/23/2024 4:02:50,Malty,Malty,1:29:35,https://imgur.com/a/QHVbvbL,Yes
7/22/2024 13:09:44,Terus,terus3289,1:42:25,https://prnt.sc/DHwTxs9fe7iM,Yes
7/20/2024 15:13:00,JazzyJonah,jazzyjonah,1:45:48,https://imgur.com/a/3P6UaJW,Yes
7/22/2024 13:17:34,Wojowu,wojowu,2:32:33,https://prnt.sc/lWgDLAc8ph2a,Yes
7/20/2024 17:07:25,kalypso,khallypso_,2:39:02,https://youtu.be/u1JU4VK-J-E?si=rSGTBZ1IrFKljpbO,Yes
7/21/2024 19:23:49,Pip,pipadmin,2:46:20,https://imgur.com/a/JRPAFYN,Yes
7/23/2024 15:07:43,gkk,_bactrianus,3:11:15,https://imgur.com/gallery/csc-week6-counterclockwise-Fc4bILx,Yes
